"","Var1","Freq"
"1041","03-22-2006",74
"1071","03-24-2010",74
"1130","03-29-2006",74
"1171","04-01-2008",74
"1262","04-08-2008",74
"1288","04-10-2008",74
"1599","05-04-2008",74
"1833","05-22-2008",74
"1861","05-24-2010",74
"1960","06-01-2005",74
"2012","06-05-2005",74
"2054","06-08-2008",74
"2142","06-15-2005",74
"2144","06-15-2007",74
"2330","06-30-2005",74
"2358","07-02-2009",74
"2436","07-09-2008",74
"2445","07-10-2006",74
"2482","07-13-2010",74
"2597","07-23-2008",74
"2634","07-26-2009",74
"2654","07-28-2005",74
"2791","08-08-2010",74
"2856","08-14-2003",74
"2963","08-22-2012",74
"2998","08-25-2008",74
"3011","08-26-2008",74
"3054","08-29-2012",74
"3141","09-05-2008",74
"3262","09-14-2012",74
"3324","09-19-2009",74
"3325","09-19-2010",74
"3372","09-23-2005",74
"3505","10-03-2008",74
"3683","10-17-2004",74
"3801","10-26-2006",74
"3855","10-30-2008",74
"3935","11-05-2009",74
"4040","11-13-2010",74
"4050","11-14-2007",74
"4139","11-21-2005",74
"4298","12-03-2009",74
"4475","12-17-2004",74
"4479","12-17-2008",74
"75","01-06-2010",75
"79","01-06-2014",75
"99","01-08-2008",75
"135","01-11-2005",75
"188","01-15-2005",75
"266","01-21-2005",75
"267","01-21-2006",75
"281","01-22-2007",75
"373","01-29-2008",75
"424","02-02-2007",75
"504","02-08-2009",75
"526","02-10-2007",75
"599","02-16-2005",75
"621","02-18-2005",75
"622","02-18-2006",75
"708","02-24-2014",75
"809","03-04-2008",75
"851","03-07-2011",75
"903","03-11-2011",75
"936","03-14-2005",75
"1082","03-25-2008",75
"1092","03-26-2005",75
"1105","03-27-2006",75
"1183","04-02-2007",75
"1221","04-05-2006",75
"1222","04-05-2007",75
"1291","04-10-2011",75
"1359","04-15-2014",75
"1434","04-21-2011",75
"1461","04-23-2012",75
"1531","04-29-2005",75
"1586","05-03-2008",75
"1667","05-09-2011",75
"1687","05-11-2005",75
"1745","05-15-2011",75
"1989","06-03-2008",75
"2147","06-15-2010",75
"2405","07-06-2010",75
"2422","07-08-2005",75
"2493","07-14-2010",75
"2501","07-15-2007",75
"2525","07-17-2008",75
"2553","07-19-2012",75
"2622","07-25-2009",75
"2657","07-28-2008",75
"2679","07-30-2006",75
"2727","08-03-2006",75
"2849","08-13-2008",75
"2983","08-24-2006",75
"2996","08-25-2006",75
"3035","08-28-2006",75
"3169","09-07-2010",75
"3208","09-10-2010",75
"3219","09-11-2008",75
"3450","09-29-2005",75
"3554","10-07-2005",75
"3665","10-15-2012",75
"3764","10-23-2008",75
"3781","10-24-2012",75
"4027","11-12-2010",75
"4104","11-18-2009",75
"4114","11-19-2006",75
"4159","11-22-2012",75
"4182","11-24-2009",75
"4218","11-27-2007",75
"4263","11-30-2013",75
"4353","12-07-2012",75
"4358","12-08-2004",75
"4360","12-08-2006",75
"4386","12-10-2006",75
"4458","12-15-2013",75
"4467","12-16-2009",75
"24","01-02-2011",76
"27","01-02-2014",76
"36","01-03-2010",76
"44","01-04-2005",76
"61","01-05-2009",76
"65","01-05-2013",76
"73","01-06-2008",76
"117","01-09-2013",76
"345","01-27-2006",76
"346","01-27-2007",76
"413","02-01-2009",76
"463","02-05-2007",76
"625","02-18-2009",76
"653","02-20-2011",76
"751","02-28-2005",76
"754","02-28-2008",76
"938","03-14-2007",76
"962","03-16-2005",76
"1001","03-19-2005",76
"1042","03-22-2007",76
"1168","04-01-2005",76
"1201","04-03-2012",76
"1208","04-04-2006",76
"1471","04-24-2009",76
"1521","04-28-2008",76
"1712","05-13-2004",76
"1713","05-13-2005",76
"1718","05-13-2010",76
"1834","05-22-2009",76
"1835","05-22-2010",76
"1887","05-26-2010",76
"1894","05-27-2004",76
"1913","05-28-2010",76
"1946","05-31-2004",76
"2004","06-04-2010",76
"2028","06-06-2008",76
"2095","06-11-2010",76
"2130","06-14-2006",76
"2367","07-03-2006",76
"2395","07-05-2011",76
"2411","07-07-2005",76
"2502","07-15-2008",76
"2560","07-20-2007",76
"2561","07-20-2008",76
"2601","07-23-2012",76
"2703","08-01-2006",76
"2790","08-08-2009",76
"2803","08-09-2010",76
"2814","08-10-2009",76
"2846","08-13-2005",76
"2870","08-15-2005",76
"2973","08-23-2009",76
"3024","08-27-2008",76
"3273","09-15-2010",76
"3282","09-16-2006",76
"3284","09-16-2008",76
"3375","09-23-2008",76
"3412","09-26-2006",76
"3635","10-13-2008",76
"3701","10-18-2009",76
"3710","10-19-2005",76
"3751","10-22-2008",76
"3840","10-29-2006",76
"4088","11-17-2006",76
"4112","11-19-2004",76
"4121","11-19-2013",76
"4140","11-21-2006",76
"4194","11-25-2009",76
"4281","12-02-2005",76
"4315","12-04-2013",76
"4319","12-05-2004",76
"4361","12-08-2007",76
"20","01-02-2007",77
"23","01-02-2010",77
"35","01-03-2009",77
"98","01-08-2007",77
"112","01-09-2008",77
"337","01-26-2011",77
"411","02-01-2007",77
"437","02-03-2007",77
"438","02-03-2008",77
"571","02-13-2014",77
"607","02-16-2014",77
"686","02-23-2005",77
"687","02-23-2006",77
"847","03-07-2007",77
"925","03-13-2007",77
"942","03-14-2011",77
"949","03-15-2005",77
"1094","03-26-2007",77
"1095","03-26-2008",77
"1159","03-31-2009",77
"1173","04-01-2010",77
"1187","04-02-2011",77
"1198","04-03-2009",77
"1260","04-08-2006",77
"1329","04-13-2010",77
"1382","04-17-2011",77
"1428","04-21-2005",77
"1499","04-26-2011",77
"1545","04-30-2006",77
"1638","05-07-2008",77
"1651","05-08-2008",77
"2000","06-04-2006",77
"2027","06-06-2007",77
"2058","06-08-2012",77
"2224","06-21-2009",77
"2299","06-27-2010",77
"2444","07-10-2005",77
"2448","07-10-2009",77
"2496","07-14-2013",77
"2582","07-22-2005",77
"2613","07-24-2012",77
"2621","07-25-2008",77
"2643","07-27-2006",77
"2754","08-05-2009",77
"2763","08-06-2006",77
"2786","08-08-2005",77
"2859","08-14-2006",77
"2944","08-21-2006",77
"3038","08-28-2009",77
"3052","08-29-2010",77
"3233","09-12-2009",77
"3295","09-17-2006",77
"3312","09-18-2010",77
"3658","10-15-2005",77
"3726","10-20-2009",77
"3805","10-26-2010",77
"4013","11-11-2009",77
"4078","11-16-2009",77
"4126","11-20-2005",77
"4254","11-30-2004",77
"4310","12-04-2008",77
"4374","12-09-2007",77
"4418","12-12-2012",77
"4432","12-13-2013",77
"4477","12-17-2006",77
"4510","12-19-2013",77
"4609","12-27-2008",77
"4614","12-27-2013",77
"87","01-07-2009",78
"217","01-17-2008",78
"242","01-19-2007",78
"559","02-12-2014",78
"588","02-15-2006",78
"614","02-17-2009",78
"848","03-07-2008",78
"852","03-07-2012",78
"860","03-08-2007",78
"940","03-14-2009",78
"976","03-17-2006",78
"1017","03-20-2008",78
"1043","03-22-2008",78
"1093","03-26-2006",78
"1104","03-27-2005",78
"1263","04-08-2009",78
"1371","04-16-2013",78
"1431","04-21-2008",78
"1470","04-24-2008",78
"1717","05-13-2009",78
"1743","05-15-2009",78
"1807","05-20-2008",78
"1900","05-27-2010",78
"2013","06-05-2006",78
"2038","06-07-2005",78
"2345","07-01-2008",78
"2400","07-06-2005",78
"2402","07-06-2007",78
"2568","07-21-2003",78
"2619","07-25-2006",78
"2630","07-26-2005",78
"2743","08-04-2010",78
"2753","08-05-2008",78
"2760","08-06-2003",78
"2779","08-07-2010",78
"2824","08-11-2007",78
"2995","08-25-2005",78
"3154","09-06-2008",78
"3180","09-08-2008",78
"3479","10-01-2008",78
"3493","10-02-2009",78
"3506","10-03-2009",78
"3569","10-08-2007",78
"3611","10-11-2010",78
"3752","10-22-2009",78
"3768","10-23-2012",78
"3895","11-02-2009",78
"3987","11-09-2009",78
"4039","11-13-2009",78
"4202","11-26-2004",78
"4268","12-01-2005",78
"4289","12-02-2013",78
"4462","12-16-2004",78
"4557","12-23-2008",78
"4597","12-26-2009",78
"4645","12-30-2005",78
"4648","12-30-2008",78
"4662","12-31-2009",78
"19","01-02-2006",79
"114","01-09-2010",79
"268","01-21-2007",79
"400","01-31-2009",79
"422","02-02-2005",79
"566","02-13-2009",79
"602","02-16-2009",79
"663","02-21-2008",79
"702","02-24-2008",79
"773","03-01-2011",79
"783","03-02-2008",79
"806","03-04-2005",79
"845","03-07-2005",79
"858","03-08-2005",79
"864","03-08-2011",79
"1274","04-09-2007",79
"1340","04-14-2008",79
"1365","04-16-2007",79
"1367","04-16-2009",79
"1506","04-27-2006",79
"1574","05-02-2009",79
"1648","05-08-2005",79
"1704","05-12-2009",79
"1769","05-17-2009",79
"1805","05-20-2006",79
"1912","05-28-2009",79
"1934","05-30-2005",79
"2017","06-05-2010",79
"2042","06-07-2009",79
"2043","06-07-2010",79
"2116","06-13-2005",79
"2159","06-16-2009",79
"2221","06-21-2006",79
"2331","06-30-2006",79
"2423","07-08-2006",79
"2459","07-11-2009",79
"2460","07-11-2010",79
"2575","07-21-2010",79
"2829","08-11-2012",79
"2835","08-12-2006",79
"2969","08-23-2005",79
"3008","08-26-2005",79
"3337","09-20-2009",79
"3415","09-26-2009",79
"3598","10-10-2010",79
"3605","10-11-2004",79
"3943","11-06-2004",79
"3971","11-08-2006",79
"4271","12-01-2008",79
"4347","12-07-2006",79
"4414","12-12-2008",79
"4666","12-31-2013",79
"53","01-04-2014",80
"191","01-15-2008",80
"269","01-21-2008",80
"294","01-23-2007",80
"359","01-28-2007",80
"435","02-03-2005",80
"467","02-05-2011",80
"493","02-07-2011",80
"618","02-17-2014",80
"649","02-20-2007",80
"664","02-21-2009",80
"701","02-24-2007",80
"721","02-25-2014",80
"1028","03-21-2006",80
"1033","03-21-2011",80
"1080","03-25-2006",80
"1109","03-27-2011",80
"1118","03-28-2007",80
"1197","04-03-2008",80
"1209","04-04-2007",80
"1224","04-05-2009",80
"1300","04-11-2007",80
"1330","04-13-2011",80
"1433","04-21-2010",80
"1442","04-22-2006",80
"1484","04-25-2009",80
"1493","04-26-2005",80
"1518","04-28-2005",80
"1548","04-30-2009",80
"1587","05-03-2009",80
"1700","05-12-2005",80
"1742","05-15-2008",80
"1768","05-17-2008",80
"1782","05-18-2009",80
"1795","05-19-2009",80
"1973","06-02-2005",80
"1990","06-03-2009",80
"1991","06-03-2010",80
"2093","06-11-2008",80
"2129","06-14-2005",80
"2210","06-20-2008",80
"2311","06-28-2010",80
"2393","07-05-2009",80
"2515","07-16-2010",80
"2518","07-16-2013",80
"2558","07-20-2005",80
"2767","08-06-2010",80
"2775","08-07-2006",80
"2780","08-07-2011",80
"2823","08-11-2006",80
"2930","08-20-2005",80
"2931","08-20-2006",80
"3102","09-02-2008",80
"3171","09-07-2012",80
"3567","10-08-2005",80
"3574","10-08-2012",80
"3674","10-16-2008",80
"3763","10-23-2007",80
"3799","10-26-2004",80
"3990","11-09-2012",80
"4065","11-15-2009",80
"4193","11-25-2008",80
"4203","11-26-2005",80
"4233","11-28-2009",80
"4302","12-03-2013",80
"4466","12-16-2008",80
"60","01-05-2008",81
"177","01-14-2007",81
"340","01-26-2014",81
"525","02-10-2006",81
"712","02-25-2005",81
"839","03-06-2012",81
"877","03-09-2011",81
"900","03-11-2008",81
"965","03-16-2008",81
"1149","03-30-2012",81
"1220","04-05-2005",81
"1381","04-17-2010",81
"1383","04-17-2012",81
"1407","04-19-2010",81
"1420","04-20-2010",81
"1562","05-01-2010",81
"1596","05-04-2005",81
"1661","05-09-2005",81
"1752","05-16-2005",81
"1899","05-27-2009",81
"1950","05-31-2008",81
"2145","06-15-2008",81
"2172","06-17-2009",81
"2236","06-22-2008",81
"2262","06-24-2009",81
"2288","06-26-2011",81
"2319","06-29-2006",81
"2491","07-14-2008",81
"2535","07-18-2006",81
"2748","08-05-2003",81
"2781","08-07-2012",81
"2813","08-10-2008",81
"3090","09-01-2009",81
"3349","09-21-2008",81
"3467","09-30-2009",81
"3480","10-01-2009",81
"3532","10-05-2009",81
"3632","10-13-2005",81
"3688","10-17-2009",81
"3948","11-06-2009",81
"4000","11-10-2009",81
"4026","11-12-2009",81
"4053","11-14-2010",81
"4069","11-15-2013",81
"4115","11-19-2007",81
"4138","11-21-2004",81
"4173","11-23-2013",81
"4190","11-25-2004",81
"4216","11-27-2005",81
"4516","12-20-2006",81
"4623","12-28-2009",81
"4630","12-29-2003",81
"347","01-27-2008",82
"362","01-28-2010",82
"489","02-07-2007",82
"491","02-07-2009",82
"699","02-24-2005",82
"776","03-01-2014",82
"836","03-06-2009",82
"846","03-07-2006",82
"890","03-10-2011",82
"1019","03-20-2010",82
"1044","03-22-2009",82
"1121","03-28-2010",82
"1122","03-28-2011",82
"1129","03-29-2005",82
"1158","03-31-2008",82
"1328","04-13-2009",82
"1482","04-25-2007",82
"1678","05-10-2009",82
"2029","06-06-2009",82
"2173","06-17-2010",82
"2237","06-22-2009",82
"2334","06-30-2009",82
"2403","07-06-2008",82
"2633","07-26-2008",82
"2702","08-01-2005",82
"2787","08-08-2006",82
"2883","08-16-2006",82
"2918","08-19-2005",82
"2946","08-21-2008",82
"2950","08-21-2012",82
"3100","09-02-2006",82
"3197","09-09-2012",82
"3311","09-18-2009",82
"4049","11-14-2006",82
"4220","11-27-2009",82
"4242","11-29-2005",82
"4255","11-30-2005",82
"4297","12-03-2008",82
"4354","12-07-2013",82
"4464","12-16-2006",82
"49","01-04-2010",83
"74","01-06-2009",83
"166","01-13-2009",83
"193","01-15-2010",83
"203","01-16-2007",83
"230","01-18-2008",83
"284","01-22-2010",83
"398","01-31-2007",83
"477","02-06-2008",83
"546","02-11-2014",83
"554","02-12-2009",83
"579","02-14-2010",83
"630","02-18-2014",83
"652","02-20-2010",83
"673","02-22-2005",83
"820","03-05-2006",83
"926","03-13-2008",83
"941","03-14-2010",83
"1014","03-20-2005",83
"1108","03-27-2009",83
"1145","03-30-2008",83
"1342","04-14-2010",83
"1509","04-27-2009",83
"1820","05-21-2008",83
"1947","05-31-2005",83
"2052","06-08-2006",83
"2069","06-09-2010",83
"2121","06-13-2010",83
"2414","07-07-2008",83
"2614","07-24-2013",83
"2636","07-26-2011",83
"2894","08-17-2005",83
"2960","08-22-2009",83
"3089","09-01-2008",83
"3167","09-07-2008",83
"3216","09-11-2005",83
"3327","09-19-2012",83
"3402","09-25-2009",83
"3529","10-05-2006",83
"3545","10-06-2009",83
"3777","10-24-2008",83
"3778","10-24-2009",83
"3843","10-29-2009",83
"3856","10-30-2009",83
"4117","11-19-2009",83
"4436","12-14-2004",83
"4445","12-14-2013",83
"4480","12-17-2009",83
"4632","12-29-2005",83
"10","01-01-2010",84
"155","01-12-2011",84
"201","01-16-2005",84
"232","01-18-2010",84
"282","01-22-2008",84
"327","01-25-2014",84
"386","01-30-2008",84
"396","01-31-2005",84
"516","02-09-2009",84
"739","02-27-2006",84
"833","03-06-2006",84
"834","03-06-2007",84
"1067","03-24-2006",84
"1287","04-10-2007",84
"1313","04-12-2007",84
"1368","04-16-2010",84
"1377","04-17-2006",84
"1444","04-22-2008",84
"1653","05-08-2010",84
"1690","05-11-2008",84
"1691","05-11-2009",84
"1714","05-13-2006",84
"1923","05-29-2007",84
"1963","06-01-2008",84
"2184","06-18-2008",84
"2295","06-27-2006",84
"2808","08-10-2003",84
"2921","08-19-2008",84
"3051","08-29-2009",84
"3193","09-09-2008",84
"3294","09-17-2005",84
"3389","09-24-2009",84
"3675","10-16-2009",84
"3804","10-26-2009",84
"4168","11-23-2008",84
"4276","12-01-2013",84
"4454","12-15-2009",84
"4562","12-23-2013",84
"4635","12-29-2008",84
"92","01-07-2014",85
"113","01-09-2009",85
"218","01-17-2009",85
"243","01-19-2008",85
"322","01-25-2009",85
"825","03-05-2011",85
"874","03-09-2008",85
"910","03-12-2005",85
"952","03-15-2008",85
"963","03-16-2006",85
"1136","03-29-2012",85
"1265","04-08-2011",85
"1290","04-10-2010",85
"1351","04-15-2006",85
"1393","04-18-2009",85
"1417","04-20-2007",85
"1873","05-25-2009",85
"2016","06-05-2009",85
"2055","06-08-2009",85
"2106","06-12-2008",85
"2250","06-23-2009",85
"2261","06-24-2008",85
"2307","06-28-2006",85
"2478","07-13-2006",85
"2513","07-16-2008",85
"2559","07-20-2006",85
"2586","07-22-2009",85
"2646","07-27-2009",85
"2691","07-31-2006",85
"2717","08-02-2008",85
"2798","08-09-2005",85
"2799","08-09-2006",85
"2804","08-09-2011",85
"2822","08-11-2005",85
"2873","08-15-2008",85
"3034","08-28-2005",85
"3207","09-10-2009",85
"3232","09-12-2008",85
"3336","09-20-2008",85
"3424","09-27-2005",85
"3502","10-03-2005",85
"3517","10-04-2007",85
"3541","10-06-2005",85
"3583","10-09-2008",85
"3903","11-03-2004",85
"4073","11-16-2004",85
"4181","11-24-2008",85
"4207","11-26-2009",85
"4402","12-11-2009",85
"4493","12-18-2009",85
"4633","12-29-2006",85
"62","01-05-2010",86
"153","01-12-2009",86
"305","01-24-2005",86
"383","01-30-2005",86
"595","02-15-2014",86
"626","02-18-2010",86
"730","02-26-2010",86
"793","03-03-2005",86
"838","03-06-2011",86
"901","03-11-2009",86
"915","03-12-2010",86
"954","03-15-2010",86
"1006","03-19-2010",86
"1079","03-25-2005",86
"1160","03-31-2010",86
"1247","04-07-2006",86
"1273","04-09-2006",86
"1315","04-12-2009",86
"1402","04-19-2005",86
"1522","04-28-2009",86
"1549","04-30-2010",86
"2211","06-20-2009",86
"2274","06-25-2009",86
"2401","07-06-2006",86
"2585","07-22-2008",86
"2695","07-31-2010",86
"2738","08-04-2005",86
"2739","08-04-2006",86
"2810","08-10-2005",86
"2811","08-10-2006",86
"2892","08-17-2003",86
"2934","08-20-2009",86
"3374","09-23-2007",86
"3492","10-02-2008",86
"3516","10-04-2006",86
"3697","10-18-2005",86
"4100","11-18-2005",86
"4147","11-21-2013",86
"4449","12-15-2004",86
"4471","12-16-2013",86
"4503","12-19-2006",86
"4620","12-28-2006",86
"4636","12-29-2009",86
"40","01-03-2014",87
"163","01-13-2006",87
"229","01-18-2007",87
"309","01-24-2009",87
"344","01-27-2005",87
"385","01-30-2007",87
"399","01-31-2008",87
"541","02-11-2009",87
"677","02-22-2009",87
"714","02-25-2007",87
"823","03-05-2009",87
"872","03-09-2006",87
"902","03-11-2010",87
"1134","03-29-2010",87
"1162","03-31-2012",87
"1289","04-10-2009",87
"1311","04-12-2005",87
"1314","04-12-2008",87
"1378","04-17-2007",87
"1584","05-03-2006",87
"1597","05-04-2006",87
"1600","05-04-2009",87
"1601","05-04-2010",87
"1692","05-11-2010",87
"1886","05-26-2009",87
"2082","06-10-2010",87
"2134","06-14-2010",87
"2158","06-16-2008",87
"2198","06-19-2009",87
"2346","07-01-2009",87
"2682","07-30-2009",87
"2688","07-31-2003",87
"2694","07-31-2009",87
"2818","08-10-2013",87
"2837","08-12-2008",87
"2877","08-15-2012",87
"2933","08-20-2008",87
"3021","08-27-2005",87
"3258","09-14-2008",87
"3271","09-15-2008",87
"3405","09-25-2012",87
"3463","09-30-2005",87
"3515","10-04-2005",87
"3619","10-12-2005",87
"3649","10-14-2009",87
"3817","10-27-2009",87
"3919","11-04-2006",87
"4160","11-22-2013",87
"4261","11-30-2011",87
"4308","12-04-2006",87
"4335","12-06-2007",87
"4528","12-21-2005",87
"4545","12-22-2009",87
"4627","12-28-2013",87
"205","01-16-2009",88
"253","01-20-2005",88
"371","01-29-2006",88
"374","01-29-2009",88
"440","02-03-2010",88
"600","02-16-2006",88
"660","02-21-2005",88
"824","03-05-2010",88
"871","03-09-2005",88
"911","03-12-2006",88
"978","03-17-2008",88
"1292","04-10-2012",88
"1978","06-02-2010",88
"2030","06-06-2010",88
"2273","06-25-2008",88
"2318","06-29-2005",88
"2458","07-11-2008",88
"2562","07-20-2009",88
"2778","08-07-2009",88
"2874","08-15-2009",88
"2947","08-21-2009",88
"2986","08-24-2009",88
"3194","09-09-2009",88
"3297","09-17-2008",88
"3440","09-28-2008",88
"3581","10-09-2006",88
"3610","10-11-2009",88
"3892","11-02-2006",88
"4142","11-21-2008",88
"4399","12-11-2006",88
"4412","12-12-2006",88
"4440","12-14-2008",88
"4600","12-26-2012",88
"32","01-03-2006",89
"47","01-04-2008",89
"176","01-14-2006",89
"254","01-20-2006",89
"296","01-23-2009",89
"349","01-27-2010",89
"372","01-29-2007",89
"555","02-12-2010",89
"624","02-18-2008",89
"755","02-28-2009",89
"797","03-03-2009",89
"849","03-07-2009",89
"1015","03-20-2006",89
"1040","03-22-2005",89
"1302","04-11-2009",89
"1318","04-12-2012",89
"1421","04-20-2011",89
"1429","04-21-2006",89
"2470","07-12-2009",89
"2736","08-04-2003",89
"2907","08-18-2006",89
"3220","09-11-2009",89
"3597","10-10-2009",89
"3852","10-30-2005",89
"4105","11-18-2010",89
"4307","12-04-2005",89
"4610","12-27-2009",89
"88","01-07-2010",90
"190","01-15-2007",90
"387","01-30-2009",90
"717","02-25-2010",90
"760","02-28-2014",90
"875","03-09-2009",90
"885","03-10-2006",90
"887","03-10-2008",90
"1032","03-21-2010",90
"1072","03-24-2011",90
"1223","04-05-2008",90
"1235","04-06-2007",90
"1316","04-12-2010",90
"1341","04-14-2009",90
"1415","04-20-2005",90
"1498","04-26-2010",90
"1925","05-29-2009",90
"2552","07-19-2011",90
"2563","07-20-2010",90
"2609","07-24-2008",90
"2826","08-11-2009",90
"3047","08-29-2005",90
"3128","09-04-2008",90
"3261","09-14-2011",90
"3285","09-16-2009",90
"3333","09-20-2005",90
"3528","10-05-2005",90
"3580","10-09-2005",90
"3623","10-12-2009",90
"3636","10-13-2009",90
"4016","11-11-2012",90
"4031","11-13-2001",90
"4086","11-17-2004",90
"4164","11-23-2004",90
"4228","11-28-2004",90
"4332","12-06-2004",90
"4393","12-10-2013",90
"48","01-04-2009",91
"297","01-23-2010",91
"307","01-24-2007",91
"333","01-26-2007",91
"358","01-28-2006",91
"551","02-12-2006",91
"616","02-17-2011",91
"638","02-19-2009",91
"703","02-24-2009",91
"713","02-25-2006",91
"728","02-26-2008",91
"850","03-07-2010",91
"897","03-11-2005",91
"927","03-13-2009",91
"1002","03-19-2006",91
"1110","03-27-2012",91
"1233","04-06-2005",91
"1385","04-17-2014",91
"1447","04-22-2011",91
"1458","04-23-2009",91
"1459","04-23-2010",91
"1467","04-24-2005",91
"1705","05-12-2010",91
"1783","05-18-2010",91
"1831","05-22-2006",91
"2670","07-29-2009",91
"2715","08-02-2006",91
"2718","08-02-2009",91
"2772","08-07-2003",91
"2801","08-09-2008",91
"2956","08-22-2005",91
"3099","09-02-2005",91
"3132","09-04-2012",91
"3142","09-05-2009",91
"3245","09-13-2008",91
"3346","09-21-2005",91
"3437","09-28-2005",91
"4285","12-02-2009",91
"4430","12-13-2011",91
"4619","12-28-2005",91
"4640","12-29-2013",91
"22","01-02-2009",92
"71","01-06-2006",92
"318","01-25-2005",92
"384","01-30-2006",92
"423","02-02-2006",92
"439","02-03-2009",92
"449","02-04-2006",92
"451","02-04-2008",92
"452","02-04-2009",92
"756","02-28-2010",92
"1142","03-30-2005",92
"1237","04-06-2009",92
"1404","04-19-2007",92
"1914","05-28-2011",92
"1935","05-30-2006",92
"2480","07-13-2008",92
"2645","07-27-2008",92
"2730","08-03-2009",92
"2765","08-06-2008",92
"2861","08-14-2008",92
"3151","09-06-2005",92
"3255","09-14-2005",92
"3323","09-19-2008",92
"3558","10-07-2009",92
"3894","11-02-2008",92
"4197","11-25-2012",92
"4490","12-18-2006",92
"4534","12-21-2011",92
"126","01-10-2009",93
"320","01-25-2007",93
"357","01-28-2005",93
"427","02-02-2010",93
"552","02-12-2007",93
"637","02-19-2008",93
"700","02-24-2006",93
"1059","03-23-2011",93
"1195","04-03-2006",93
"1303","04-11-2010",93
"1394","04-18-2010",93
"1623","05-06-2006",93
"1731","05-14-2010",93
"2220","06-21-2005",93
"2249","06-23-2008",93
"2298","06-27-2009",93
"2426","07-08-2009",93
"2607","07-24-2006",93
"2681","07-30-2008",93
"2825","08-11-2008",93
"2886","08-16-2009",93
"2906","08-18-2005",93
"2937","08-20-2012",93
"2943","08-21-2005",93
"3037","08-28-2008",93
"3063","08-30-2008",93
"3268","09-15-2005",93
"3584","10-09-2009",93
"3830","10-28-2009",93
"4014","11-11-2010",93
"4108","11-18-2013",93
"150","01-12-2006",94
"179","01-14-2009",94
"319","01-25-2006",94
"538","02-11-2006",94
"542","02-11-2010",94
"587","02-15-2005",94
"889","03-10-2010",94
"993","03-18-2010",94
"1045","03-22-2010",94
"1364","04-16-2006",94
"1455","04-23-2006",94
"1588","05-03-2010",94
"1727","05-14-2006",94
"1740","05-15-2006",94
"2015","06-05-2008",94
"2547","07-19-2006",94
"2742","08-04-2009",94
"2922","08-19-2009",94
"3190","09-09-2005",94
"3320","09-19-2005",94
"3454","09-29-2009",94
"3593","10-10-2005",94
"3662","10-15-2009",94
"3944","11-06-2005",94
"4165","11-23-2005",94
"4320","12-05-2005",94
"4324","12-05-2009",94
"4373","12-09-2006",94
"4406","12-11-2013",94
"4415","12-12-2009",94
"4419","12-12-2013",94
"110","01-09-2006",95
"410","02-01-2006",95
"726","02-26-2006",95
"772","03-01-2010",95
"784","03-02-2009",95
"811","03-04-2010",95
"884","03-10-2005",95
"1005","03-19-2009",95
"1143","03-30-2006",95
"1146","03-30-2009",95
"1186","04-02-2010",95
"1519","04-28-2006",95
"1662","05-09-2006",95
"1679","05-10-2010",95
"1688","05-11-2006",95
"1874","05-25-2010",95
"1939","05-30-2010",95
"2503","07-15-2009",95
"2838","08-12-2009",95
"2858","08-14-2005",95
"2885","08-16-2008",95
"2999","08-25-2009",95
"3076","08-31-2008",95
"3242","09-13-2005",95
"3350","09-21-2009",95
"4076","11-16-2007",95
"4113","11-19-2005",95
"4152","11-22-2005",95
"4334","12-06-2006",95
"4350","12-07-2009",95
"4489","12-18-2005",95
"58","01-05-2006",96
"127","01-10-2010",96
"258","01-20-2010",96
"567","02-13-2010",96
"634","02-19-2005",96
"767","03-01-2005",96
"821","03-05-2007",96
"1096","03-26-2009",96
"1305","04-11-2012",96
"1411","04-19-2014",96
"1896","05-27-2006",96
"2802","08-09-2009",96
"2957","08-22-2006",96
"3073","08-31-2005",96
"3466","09-30-2008",96
"4558","12-23-2009",96
"231","01-18-2009",97
"280","01-22-2006",97
"426","02-02-2009",97
"436","02-03-2006",97
"465","02-05-2009",97
"505","02-08-2010",97
"564","02-13-2006",97
"1358","04-15-2013",97
"1481","04-25-2006",97
"1494","04-26-2006",97
"1675","05-10-2006",97
"1909","05-28-2006",97
"2003","06-04-2009",97
"2120","06-13-2009",97
"2481","07-13-2009",97
"2573","07-21-2008",97
"2750","08-05-2005",97
"2847","08-13-2006",97
"2862","08-14-2009",97
"2982","08-24-2005",97
"3155","09-06-2009",97
"3203","09-10-2005",97
"3229","09-12-2005",97
"3259","09-14-2009",97
"3281","09-16-2005",97
"3376","09-23-2009",97
"3411","09-26-2005",97
"4256","11-30-2006",97
"528","02-10-2009",98
"643","02-19-2014",98
"674","02-22-2006",98
"785","03-02-2010",98
"810","03-04-2009",98
"1066","03-24-2005",98
"1169","04-01-2006",98
"1419","04-20-2009",98
"1532","04-29-2006",98
"1883","05-26-2006",98
"1952","05-31-2010",98
"2002","06-04-2008",98
"2039","06-07-2006",98
"2925","08-19-2012",98
"2970","08-23-2006",98
"3116","09-03-2009",98
"3957","11-07-2005",98
"3995","11-10-2004",98
"4230","11-28-2006",98
"4333","12-06-2005",98
"84","01-07-2006",99
"414","02-01-2010",99
"475","02-06-2006",99
"612","02-17-2006",99
"781","03-02-2006",99
"898","03-11-2006",99
"1156","03-31-2006",99
"1175","04-01-2012",99
"1234","04-06-2006",99
"1299","04-11-2006",99
"1325","04-13-2006",99
"1354","04-15-2009",99
"1390","04-18-2006",99
"1432","04-21-2009",99
